,Label,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-100,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-103-1,hsa-mir-103-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-125a,hsa-mir-125b-1,hsa-mir-126,hsa-mir-127,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-1287,hsa-mir-1301,hsa-mir-1307,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-134,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142,hsa-mir-143,hsa-mir-144,hsa-mir-145,hsa-mir-146a,hsa-mir-146b,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151,hsa-mir-152,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-181a-1,hsa-mir-181a-2,hsa-mir-181b-1,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-183,hsa-mir-185,hsa-mir-186,hsa-mir-191,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-194-1,hsa-mir-194-2,hsa-mir-195,hsa-mir-196a-1,hsa-mir-196b,hsa-mir-197,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-199b,hsa-mir-19b-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-203,hsa-mir-205,hsa-mir-20a,hsa-mir-21,hsa-mir-210,hsa-mir-214,hsa-mir-218-2,hsa-mir-22,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-2355,hsa-mir-23a,hsa-mir-23b,hsa-mir-24-1,hsa-mir-24-2,hsa-mir-25,hsa-mir-26a-2,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-3065,hsa-mir-3074,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,hsa-mir-32,hsa-mir-320a,hsa-mir-324,hsa-mir-328,hsa-mir-330,hsa-mir-331,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-34a,hsa-mir-3607,hsa-mir-361,hsa-mir-3613,hsa-mir-3647,hsa-mir-365-1,hsa-mir-365-2,hsa-mir-3653,hsa-mir-374a,hsa-mir-374b,hsa-mir-375,hsa-mir-378,hsa-mir-379,hsa-mir-381,hsa-mir-409,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-mir-429,hsa-mir-451,hsa-mir-452,hsa-mir-454,hsa-mir-455,hsa-mir-484,hsa-mir-486,hsa-mir-497,hsa-mir-500a,hsa-mir-501,hsa-mir-505,hsa-mir-532,hsa-mir-539,hsa-mir-542,hsa-mir-574,hsa-mir-576,hsa-mir-582,hsa-mir-584,hsa-mir-589,hsa-mir-590,hsa-mir-625,hsa-mir-628,hsa-mir-629,hsa-mir-660,hsa-mir-664,hsa-mir-7-1,hsa-mir-708,hsa-mir-744,hsa-mir-769,hsa-mir-874,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-92b,hsa-mir-93,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b
A07Z,LumA,12.57623756,13.56384587,12.58642031,16.25480367,9.363056047,8.76441861,9.910225437,5.674663957,10.58198773,9.098205789,7.959732875,9.178310658,11.84115504,4.009531108,13.83875549,4.434836942,4.16565031,8.589331903,6.457676919,12.06775482,14.71311339,10.08298413,6.962397132,12.40319736,9.073773451,6.040119427,5.109066781,4.661607804,4.089701456,9.731216242,5.75061281,5.674663957,4.810985428,9.469899237,5.509604711,7.697231714,11.65441743,11.41770919,14.54727645,5.02999521,9.625922415,6.940944022,9.560607614,16.10599214,8.382085276,4.76289114,8.101835212,10.69603163,6.228976245,8.125800797,7.094567212,7.476437847,11.16940244,3.834444401,7.943643172,8.89844827,9.928053645,7.075004945,5.846032375,4.16565031,15.53772007,13.61289252,5.147034631,9.06636233,10.82386179,11.01755948,8.022355148,8.213403441,6.719451879,7.206677578,4.494957935,6.193131046,8.106660283,7.716298446,9.947010023,10.83262534,11.2609797,6.681147991,8.971683477,8.669781736,13.21640593,11.15782609,12.80125217,5.957063688,17.00679629,10.19709527,4.089701456,4.608168545,15.88087535,5.725738142,5.674663957,6.380093978,4.16565031,11.06543326,8.705206831,2.787138686,10.08298413,13.27008106,10.62886027,9.567623774,9.525005683,7.664882936,11.64781186,11.33839834,9.090919434,9.610718228,11.81964365,2.967710932,5.289639027,18.1590038,8.708384575,11.37635287,12.27912536,13.77103485,5.388042731,9.126988689,5.846032375,6.65503515,4.76289114,7.259626458,4.434836942,6.019799443,5.846032375,3.834444401,9.433877385,5.621715077,8.057667629,8.14937477,7.860387668,3.635135593,4.009531108,5.184028839,5.147034631,3.738229086,7.802089028,4.552673433,14.6972567,6.380093978,8.507781975,3.403810047,5.509604711,7.584151664,7.310700642,9.458620782,6.11865283,5.868932777,3.635135593,4.009531108,9.207800735,7.513243288,3.92464221,3.128175604,7.709970826,5.674663957,5.509604711,8.979595901,3.834444401,7.014674411,5.323191587,3.738229086,5.388042731,4.988772547,5.538459573,4.552673433,7.894268561,5.868932777,7.123422074,4.306512845,6.781114899,4.661607804,5.323191587,5.538459573,4.494957935,6.487578404,6.079920436,5.978280174,8.733557646,12.70590256,6.65503515,11.14322379,5.07007265,4.661607804,6.81688603,15.65136353
A0XS,LumA,12.5119625,13.48488917,12.52019157,14.94643966,10.28372907,8.489054238,9.787582704,3.917867116,11.14042902,9.214904035,8.962261235,11.03462146,13.18756799,5.778464059,14.94748128,3.917867116,4.193501558,7.990364106,5.60067694,13.70132492,16.42121777,9.874103148,8.765336625,11.8774624,9.204566722,5.304145622,4.27480166,4.771477629,3.639565953,9.381319786,6.732435528,4.107344914,5.323381841,8.480511237,5.911525589,9.315598035,10.11598901,11.85491823,14.28604807,5.792336233,11.28694783,7.148372183,9.493837537,15.8027673,6.988858947,7.741401965,9.333497706,11.18613208,7.652933177,9.099695031,7.466520053,6.673691737,9.128687965,2.608539057,9.295039585,10.48878803,9.038446064,8.100392154,6.328151085,4.65483271,15.63395701,13.54033643,5.80607629,8.526883806,9.689066963,7.562735368,8.184324912,7.987352216,5.342364944,5.397860057,6.308978776,11.02584124,7.622195502,8.086385296,11.12680734,11.77726567,11.98914128,7.082156582,9.734682367,9.611965307,13.22160782,12.95375144,11.41519374,8.184324912,18.01661059,9.473532605,4.826444088,5.027491607,16.52772221,5.911525589,5.568792879,6.374995948,5.721601722,11.72080857,10.5245483,4.424827104,9.906352494,11.83662576,10.56045723,9.287713145,9.396157761,9.041353259,12.55646181,11.51947502,8.419250387,8.700606738,10.04895689,3.866336815,3.917867116,16.74560328,9.259278646,11.23075007,14.02893413,14.013241,4.38875785,9.013495477,5.997866438,5.92418089,3.757402443,4.853161426,4.494368038,6.970673475,5.118400103,4.351763642,10.25333583,3.37037932,7.797504102,7.153755379,8.083567531,3.576830198,4.65483271,6.438123927,6.490118565,5.161792698,9.691844939,5.792336233,13.56472579,7.206510619,8.168456429,3.639565953,5.073661788,7.890720974,5.707028921,8.443628302,6.596729755,6.717972299,5.140259537,4.234724221,6.090601651,6.703362604,4.351763642,5.60067694,7.959958449,5.677434139,5.073661788,8.932817457,3.967620151,6.781944628,6.23979521,4.107344914,7.75916937,4.062257025,6.044979033,4.38875785,7.115644238,5.433705256,7.180374124,4.460016533,5.536188213,3.699686946,7.909935842,6.438123927,5.183009184,4.714333721,6.532060328,6.455664508,9.109424225,12.66211085,5.264886191,12.30618658,4.905156064,5.284649446,8.467601128,14.87082544
A1BD,LumA,13.58864817,14.59703181,13.60781126,15.22740509,12.02317435,8.734039141,10.43918816,4.459428605,13.34551558,9.121925985,8.875908966,11.97100601,13.79057721,5.337124508,13.82500764,2.46651803,4.340987148,8.611476116,5.572169818,14.42217506,16.49483549,10.4102969,10.04542715,11.36198936,10.59973581,5.199234151,4.568879748,4.988849543,2.626982702,9.313974611,7.121645332,3.639582739,5.578727534,9.134220962,4.473572788,9.033392863,10.40407937,10.91797159,15.33791372,2.983917247,10.57473497,5.75119473,8.202953124,15.98608925,7.157132318,6.570525721,7.88221838,10.54364791,8.214579301,7.759155445,7.918860224,7.196038812,9.520949444,3.060879229,8.869906066,10.19643862,9.142544226,7.811597089,6.806717227,4.309792526,15.8603317,13.58188049,5.084111535,7.815766731,10.33167511,8.932044423,8.917890779,7.754818683,6.350598743,6.516900219,6.020504881,11.06723263,8.940979524,7.914978531,11.72117617,12.46078826,12.7618368,6.937475902,9.296675902,8.798664303,12.34492964,12.25630736,13.32545892,7.685116878,17.84343541,8.638406149,6.010838546,5.397719033,16.13839076,6.425269744,5.249419908,5.813683416,5.008411809,11.26950948,9.420486192,4.459428605,10.40223198,12.62626572,10.74255118,9.974778883,9.943045853,9.597618425,12.00335565,12.59935793,7.998052391,8.321080894,11.31046986,5.018094362,2.46651803,16.32351371,8.839511085,9.835580732,12.00373643,13.51408304,4.070217093,10.02276109,4.75409462,5.22454524,3.913033761,4.998663832,6.267798438,7.804620794,6.044391106,4.325474149,8.340504883,3.562277013,7.284943565,7.193904647,8.376705139,4.658278833,2.285945784,5.477087272,5.518606541,3.237036184,9.234183213,5.129483043,13.55869219,5.915626205,10.0755881,5.111505302,6.14503187,6.801119955,6.647402244,7.819924356,5.572169818,4.938750931,5.281932722,3.237036184,8.474891723,7.050301377,2.983917247,5.249419908,6.563930532,4.528802308,4.340987148,8.428449989,4.160414902,7.519458946,6.77565997,3.480593215,5.862870966,3.452304171,4.459428605,3.480593215,6.687394219,3.237036184,5.830266301,4.401423002,6.32742242,4.633296476,7.757711306,4.765636242,5.046758121,4.515191877,8.750831833,8.762399483,9.050006437,13.06983528,7.595801047,11.88217696,6.136167356,5.397719033,9.996369591,15.03534504
A08T,LumA,12.94178381,13.94237159,12.98258909,16.83722655,10.65087427,9.433077646,10.18918728,4.555333396,11.00729376,9.234429578,9.154434747,11.98144564,13.12180264,4.840062873,13.34388861,3.818367802,4.963798241,8.9426458,5.716488188,13.39356322,14.92203313,9.79008552,9.145750327,10.83972638,9.060531444,6.050098087,5.739757967,5.716488188,2.680864278,9.495927295,6.122701836,4.328562534,5.040760223,9.097028443,3.903256699,8.576490047,10.30779007,11.10684941,14.64224162,5.807396684,10.42278063,6.834669614,7.879882191,15.98945928,8.68536567,7.414218618,7.689853061,9.929424414,8.437531786,6.439309599,5.913525035,5.739757967,9.877917112,2.4744134,8.870688837,11.0210111,9.689106131,8.803260909,6.823822232,4.501894137,13.82709351,12.95458219,6.35140251,7.961325755,9.69507077,9.53469363,8.896801677,6.997975356,6.257789459,6.481332814,6.856122724,12.45158322,8.614751606,8.455212094,11.42390344,12.27643258,12.74020874,6.662716931,9.632731782,8.703232091,12.74345014,11.56411851,8.849452832,7.399682525,17.49446178,11.60666594,5.619463733,4.656616732,15.90407161,5.913525035,5.460474209,4.751253606,5.762658369,12.21860038,10.72343566,4.555333396,10.13974932,13.40224833,11.16870431,9.727442644,10.11326698,10.07146318,11.37504802,11.46898442,8.057062035,8.295574122,10.70286212,4.70471102,3.417829872,17.74095502,7.628842065,11.1229784,12.0208627,13.51759846,3.297535638,7.261813716,5.850789279,5.785200938,3.631954677,5.216917178,4.501894137,7.51880752,4.059375901,4.446399024,8.533861865,5.594152645,6.968730537,7.406968879,7.362688318,2.861436523,4.656616732,4.388683526,4.656616732,5.113823685,8.159836083,5.668791445,14.74809694,6.241579232,8.723800393,4.501894137,4.446399024,7.610024037,5.619463733,8.151184213,6.548760742,7.229300902,3.818367802,2.680864278,7.946401191,6.336216106,4.606863696,5.542158007,8.172717374,5.739757967,5.07775443,9.317972132,4.70471102,5.692836919,6.877261491,4.200238437,5.829256118,3.528861184,6.439309599,3.903256699,7.34002772,6.191826197,7.026639115,5.07775443,5.373886524,4.200238437,7.399682525,5.716488188,4.606863696,4.555333396,8.766912018,8.7838023,8.576490047,14.04918884,7.285726336,11.52069793,3.728169993,5.568389549,8.68536567,15.18208777
A12Y,LumA,13.11454196,14.12318348,13.15060362,14.47127064,10.2292852,8.911519272,10.17523572,4.78318053,13.25584812,8.483620248,8.873232327,10.79500526,13.6178325,5.626274475,14.75754038,3.241610625,2.703953839,8.691538771,5.721301082,13.89092669,16.82928658,10.30266674,9.036892715,11.06928853,9.36860183,5.934632871,5.576306016,5.133461821,4.192701024,10.61181366,5.732751103,3.477677983,5.686395467,7.827908336,4.929666618,8.318663683,10.59974897,10.27747887,15.41813703,4.089607531,10.0915543,5.342214566,8.264471583,14.59499028,7.609292315,8.212259801,7.872585523,10.61915859,7.032845881,8.240608405,6.796881441,5.954328673,7.73132481,1.997685042,7.996498127,10.5946594,9.425273573,8.703226491,7.332840296,5.674570032,16.1344359,14.86517717,5.025881934,7.545797137,9.127510323,8.110604613,8.16866426,7.465719519,6.067170142,6.292789349,4.78318053,8.254576516,7.042079161,7.725605496,10.85419248,11.67299215,12.10421355,5.83190657,10.13696711,9.530707327,13.17178943,12.46994834,13.6036762,6.514629119,17.95187298,8.979177217,4.544173395,4.909628865,15.82255483,6.137774814,4.595247579,6.011852374,5.265457367,11.40069707,8.551465887,3.241610625,10.06745277,12.72448579,10.19503108,9.631253913,9.740925035,8.293755979,12.23766035,11.44574699,7.618580083,8.143147986,10.27650127,5.511308761,4.016544069,16.6129789,7.962861748,9.923746903,11.83348615,13.23398253,4.544173395,8.837883221,5.342214566,4.929666618,5.799606078,5.777663525,4.349670371,7.913407204,6.18021008,4.464003046,9.123166489,4.319613137,6.205084749,5.311999953,8.318663683,2.393613718,0.91968253,6.397215955,6.030528299,2.504645031,9.103455738,5.044378277,14.13822895,5.674570032,8.965897085,3.939582087,4.544173395,6.81315261,6.758186151,7.325296775,6.653639374,5.81045346,3.582647543,3.772125342,7.259532533,7.529476884,4.544173395,3.582647543,6.896962453,4.620122248,4.668620766,8.866751206,3.176022283,7.630871489,6.860893199,3.531117242,5.755382078,3.582647543,4.889308881,3.035159747,7.325296775,3.176022283,7.219399346,4.407969011,5.443244486,4.349670371,6.635453902,4.692272034,4.715541813,3.939582087,7.965290528,8.136697774,7.716983787,11.91159798,7.109507089,12.1156015,5.709759461,5.944514383,8.45106399,15.26023584
A0J5,LumA,12.81799333,13.8006464,12.83069689,15.60105373,12.31786429,8.669676034,9.734110587,4.463135439,11.3175852,8.409670787,8.87446724,11.52552397,13.10481877,5.2508756,13.68477065,3.187123179,3.553550734,8.184404703,4.87277968,13.93536656,16.20434456,9.053769035,8.887228592,12.00995313,10.60049622,5.488040781,5.006840602,4.279689298,2.694726797,8.430010305,5.831674476,4.106704497,5.370504461,9.803428435,5.208688529,8.962783037,10.13415272,10.61974054,14.88566573,5.385730935,10.25619274,5.259166974,8.756429782,15.73051902,7.866688066,7.986385292,6.717470753,10.80085718,9.087335291,6.882204692,6.500334057,6.866009629,9.647936784,3.115864496,7.652074818,9.976833578,9.107565722,7.405474871,6.219351512,3.991992838,13.65947148,12.10451323,5.733924685,7.574465787,8.895230619,9.320126082,7.947151694,5.715965594,6.680906303,6.830283927,6.313920933,10.64843003,8.699685172,7.183860392,12.11654203,12.93743667,13.31778677,5.809263229,9.317150941,9.357289575,12.93323274,11.27643805,2.426793592,6.454135441,18.53271838,7.842061094,5.96436859,5.415710093,16.28775979,5.291864012,4.011756093,5.522890182,5.629067371,11.91106163,9.836011325,3.606499614,9.490023564,12.9119041,10.34456143,9.396341636,9.734110587,8.904510564,11.21316325,10.89398322,7.308937525,7.501208153,9.549964825,5.842750884,1.56697125,15.936455,8.805375989,10.17306796,12.47750295,13.1164529,3.151933751,8.258650157,4.050488487,4.050488487,2.593443461,4.19578804,5.73986171,9.976519334,4.011756093,4.19578804,8.254508941,3.255027244,6.565300497,6.565300497,7.442350873,3.115864496,2.593443461,4.212963184,4.358978208,1.941366765,9.21322993,6.167434844,15.29104687,6.852373469,10.44496538,5.583573217,6.118145437,5.814898763,6.983260546,7.569473757,7.022755092,6.595081957,3.888899345,3.706901511,6.937497218,4.783627302,4.736896251,5.39328433,7.119284557,4.327783586,4.419414062,8.313423366,4.676269893,7.90020944,6.219351512,3.498584275,7.552707792,4.463135439,5.488040781,3.845506749,8.887897125,5.495078332,6.857843409,4.19578804,4.419414062,5.596718593,7.186036403,4.343465208,4.011756093,3.682448467,7.902857803,7.986385292,6.357048181,10.8493733,5.563627807,11.14670621,3.001908307,5.2425363,10.7177528,14.29064009
A18F,LumA,13.3868571,14.3946091,13.38991204,14.87579292,11.94750726,9.59738318,10.29896095,4.152676645,13.10792464,9.316620669,9.202641022,11.95164818,13.17616559,5.58677248,14.49723226,3.241943983,4.620455606,8.945709162,5.418266755,14.55571134,17.01687514,10.60686654,10.12017886,12.66510192,9.937381093,6.994692574,6.19054483,5.468452513,3.955639798,10.59279479,6.220139613,4.70661225,6.175516621,9.114772742,6.933478148,9.434927153,11.06084566,12.16402287,15.15332099,5.717028866,11.27822751,7.376164923,9.50121647,15.4436636,7.795304486,7.459174699,10.75511887,11.09269341,7.809976088,9.18961014,7.867214472,7.51992873,9.325157351,2.846015307,8.939050557,11.26142352,9.159375738,9.266086329,6.26342371,4.379447507,16.19686001,14.44291613,5.443577844,8.673566943,10.75890464,9.678239103,8.950131219,7.421455033,6.933478148,6.897295811,6.065693343,11.84021985,8.258083686,8.533252843,11.56297011,12.2172761,12.44367585,6.878858563,10.01752134,9.18773894,13.61824305,12.41477149,11.93529154,7.600902809,17.23931755,9.32855793,5.929004671,6.08190357,16.30840322,5.998967229,5.631510795,6.88810664,5.998967229,11.38292709,8.791613154,4.089940889,10.12800632,13.13245148,10.70235892,10.3425012,9.618373294,8.816045491,12.19579121,12.17657842,8.162237283,8.678905321,10.96850276,6.305446925,4.620455606,15.69178388,8.930124341,10.0793827,12.37256602,14.13588253,5.28458832,9.066711836,5.007478729,5.737639145,4.901868541,5.817256314,6.160330217,7.489871496,6.113787631,4.70661225,8.576798252,4.937937796,6.960031567,6.546455025,8.460725151,3.72737081,3.72737081,5.855475636,5.874212198,2.504978389,9.783582717,5.58677248,14.17920009,8.243746225,9.50723084,4.937937796,5.198000635,7.069763007,7.259865891,8.638377514,6.802658937,6.83170747,6.76299472,3.456068788,8.442008844,7.117724046,5.737639145,5.492905556,7.795304486,5.609315049,5.312333311,9.373698074,4.270513135,7.853116363,6.822089467,4.152676645,7.179288375,5.105882433,5.797760138,3.241943983,7.408659428,3.352975295,7.349631852,4.826906484,5.609315049,6.291574751,7.053415013,5.256299276,4.326008248,5.041031289,8.022254082,8.079887225,8.851935278,12.81914619,7.20911259,12.33839561,5.892708542,5.563872078,10.07230073,16.12812067
A0AS,LumA,12.19489572,13.19042168,12.21719947,14.85663039,10.24124001,9.288227449,9.962239003,5.246710392,11.14232498,9.875713998,9.47984903,9.671000205,11.82474023,4.53939026,12.97987236,3.942149429,3.729996193,8.257279634,4.885565901,15.4134816,14.50931736,9.38551806,8.991765305,11.39209168,9.476660165,5.132480642,4.211336062,3.411634713,2.904674724,7.903883556,7.691087665,5.077409259,4.70840933,8.866606683,3.70114133,8.661903884,10.91854832,10.89026703,14.68392609,5.256660053,11.26692619,6.322083128,9.90210184,15.38739866,7.711125419,6.893558692,5.164541851,10.88285831,9.576355449,7.517834117,6.651100647,7.75740955,10.50027575,3.481175646,8.392021155,9.066491705,8.743767982,6.427135806,5.256660053,3.411634713,12.68525766,12.06671264,4.972651518,8.287924266,10.3052546,8.141234477,7.245461846,6.915705761,4.53939026,4.910988498,5.888768333,9.812619536,8.863354622,8.723284931,11.97128325,12.75425815,13.15291442,6.934422067,9.437833661,9.375850773,12.31201704,14.20794477,6.520933355,6.581559714,17.18668734,11.17859299,7.237947793,4.737120627,15.5099146,5.888768333,5.236691637,4.455489002,4.898333197,12.00524485,9.978863144,5.164541851,11.27948543,11.75954311,12.44087081,10.97142486,11.63277425,11.15966187,11.10098565,11.50595681,8.071080097,8.195259508,9.563387317,3.813251696,2.429336714,18.68744353,9.375850773,12.84803781,11.88511499,12.87372037,4.53939026,7.685574174,5.088592998,4.310189449,2.563637806,4.455489002,5.416080618,7.884764181,6.345580309,3.411634713,7.423828136,7.318525308,6.918842056,7.117544371,7.217716856,4.455489002,5.583537364,4.438106924,4.347909115,4.347909115,7.905465459,6.293371831,11.44458177,5.559624744,9.681194335,4.060469397,5.266541564,6.529165589,5.882356345,9.272989717,8.243586999,8.399898605,6.56163267,3.221531829,9.951176506,5.862947598,3.917274761,4.455489002,6.601215264,4.634027134,5.226602819,8.096231834,3.813251696,5.295786384,7.141905654,3.094152523,6.340911389,1.159247551,6.474796733,4.779143842,4.664241747,4.972651518,6.871066331,4.2516938,5.043328264,4.506412938,8.080913499,4.347909115,3.942149429,5.775688283,4.29095323,4.211336062,7.445737365,12.15995182,5.510576562,10.21946664,3.758285237,5.957481083,7.702051835,14.75327708
A0DV,LumA,14.50784622,15.51383243,14.50543536,16.1287303,13.0328336,9.337342352,11.35289075,5.622181128,14.43660337,10.08865766,9.503193092,12.34653756,12.34177179,5.070133249,13.15938957,2.872831809,2.262778327,7.751252745,5.214523159,15.18135719,16.69756771,11.08949405,11.30702863,12.93021672,10.44504198,6.031659102,4.885215534,3.897493863,3.059244933,8.312913382,6.818981835,4.354700817,6.359146722,9.902452238,7.316347009,9.490077592,8.813322615,10.46115875,16.06635186,7.269879384,12.00646123,6.948541469,8.899784462,15.60687709,7.18226896,6.596051396,9.398015075,10.89883049,8.890600165,7.674846706,6.739364667,7.094335598,8.85326689,2.407168237,7.476330261,10.30227463,8.981356266,8.00778915,5.828632005,4.204675373,14.28607673,12.47907746,5.449479042,8.501685836,10.38635523,7.768067563,8.425302165,5.482456364,5.174722151,5.498666591,6.588498001,9.693891,10.25951196,8.173460502,12.4415742,13.16757138,13.49384157,6.61104057,8.92699167,8.410384949,11.86004681,11.4396732,11.40030882,6.086313177,17.27248496,7.01766583,6.159509057,6.453642667,16.6013278,6.267516246,5.951488753,7.039990376,5.133791887,12.23485119,10.34156117,4.123375271,10.56005664,11.92932938,10.94207322,10.20560146,10.23915402,9.620793254,11.92352489,11.55558429,7.594166752,7.883673369,9.904734984,2.262778327,3.144133831,15.58766204,7.49260908,9.587077327,11.7027732,13.24588444,3.687276156,8.452602886,5.194759904,5.651475435,4.281637355,4.522645454,7.316347009,6.445303366,5.530550652,4.584706422,9.301986,4.037218627,6.086313177,5.915717622,7.839809554,3.300253033,3.300253033,6.020475363,6.064699363,3.059244933,8.610108295,6.267516246,13.26192533,7.842987298,10.26840288,5.253255553,6.445303366,7.283977493,8.153122614,7.023279436,5.854054602,9.706158144,4.980635099,3.372402819,7.439017103,6.633236316,8.263964267,5.722209946,7.334522935,5.290975219,5.41573025,9.171565958,5.070133249,7.846158058,7.908152345,3.992130737,6.580904852,5.694330913,5.112882897,3.300253033,7.269879384,5.665902505,7.061974726,4.243669504,6.219421958,4.281637355,6.924743898,4.729096332,3.629560658,5.363578968,6.276945659,6.295621584,7.26040352,11.80957127,6.838218054,10.84833392,2.872831809,5.866599855,10.46115875,15.47151806
A140,LumA,13.31421987,14.3103368,13.31798695,16.11885595,10.2673362,8.734540041,9.439680189,4.868483163,12.51210448,8.745542535,8.581258076,11.03420818,14.69056852,5.54235508,13.5994548,2.329743679,3.596023744,8.650208841,6.048068275,13.97495176,16.71386927,9.539987202,8.415485269,12.34115984,8.069387469,5.678711027,4.972039355,5.482234087,4.682532738,9.637713655,4.015108077,3.628084954,5.344291988,7.132914852,5.4467198,8.890541241,11.25029772,10.97642401,15.35366189,5.516895095,9.442500157,6.215687336,7.328524672,16.05976336,7.116057464,8.607627929,9.095063381,10.73741336,6.995271661,8.562715507,4.300199403,7.425211983,9.053612134,3.563233809,8.009794277,9.57997807,8.533389298,7.340668641,5.437702927,2.848210768,16.37348456,14.4176813,5.591965528,7.110394277,10.74839405,9.212717129,9.499939431,6.519034005,6.762342006,6.812033833,5.344291988,11.3436133,8.15715076,7.064270228,10.2390692,11.04908625,11.46562625,5.693937501,9.73936396,8.73821687,14.11447799,12.42253653,5.4467198,6.81899498,17.95917953,7.364654148,3.22881477,3.563233809,15.50025665,5.591965528,4.131517569,4.604106091,4.259841666,11.16032312,8.89384166,2.792715655,8.823761359,12.65267668,10.81932046,9.117822661,9.08354767,7.704313254,11.50783649,11.79630246,8.693464098,9.068292444,12.34734212,2.546555068,4.451207191,12.92983238,8.831527081,8.605616503,12.63528169,13.78769296,4.339458834,9.112166412,5.295215996,5.49966868,5.021157121,3.965780364,3.097570237,8.841816777,5.508307599,3.596023744,8.828080809,4.259841666,5.837966736,6.836252304,8.523834992,3.002933363,2.901650027,5.009033562,4.841389502,1.764146503,9.318428366,5.324861458,14.63356299,5.624116051,7.934872779,3.596023744,3.22881477,6.794482582,4.854999934,8.287081064,5.464586221,6.88350268,3.424071062,3.186379504,6.758726227,5.61614534,5.03317965,4.358695053,7.438833123,5.4467198,4.339458834,9.587131522,2.546555068,6.552832214,6.480039874,3.097570237,5.975158697,4.153713315,5.473437139,3.596023744,8.193762467,6.205098701,7.406848075,4.503994606,4.300199403,5.54235508,5.831096747,5.137098601,5.03317965,4.377678156,12.11989401,12.11291891,8.208416006,12.22050092,4.921190213,11.20318779,5.858382573,5.391753341,9.320269321,15.07492399
