,Label,RTN2,NDRG2,CCDC113,FAM63A,ACADS,GMDS,HLA-H,SEMA4A,ETS2,LIMD2,NME3,ZEB1,CDCP1,GIYD2,RTKN2,MANSC1,TAGLN,IFIT3,ARL4C,HTRA1,KIF13B,CPPED1,SKAP2,ASPM,KDM4B,TBXAS1,MT1X,MED13L,SNORA8,RGS1,CBX6,WWC2,TNFRSF12A,ZNF552,MAPRE2,SEMA5A,STAT5A,FLI1,COL15A1,C7orf55,ASF1B,FUT8,LASS4,SQLE,GPC4,AKAP12,AGL,ADAMTS4,EPHB3,MAP3K1,PRNP,PROM2,SLCO3A1,SNHG1,PRKCDBP,MXI1,CSF1R,TANC2,SLC19A2,RHOU,C4orf34,LRIG1,DOCK8,BOC,C11orf52,S100A16,NRARP,TTC23,TBC1D4,DEPDC6,ILDR1,SDC1,STC2,DTWD2,TCF4,ITPR2,DPYD,NME1,EGLN3,CD302,AHR,LAPTM4B,OCLN,HIST1H2BK,HDAC11,C18orf1,C6orf192,AMPD3,COL6A1,RAB3IL1,APBB1IP,PSIP1,EIF2AK2,CSRP2,EIF4EBP3,LYN,WDR76,SAMD9L,ASPH,RBL1,SLC43A3,HN1,TTC39A,MTL5,NES,APOD,RIN3,ALCAM,C1orf38,PLCD3,BSPRY,NTN4,IL1R1,EMP3,ZKSCAN1,FMNL2,OGFRL1,IRF5,IGSF3,DBP,CNN2,CAMK2D,SIGIRR,AKAP9,ICA1,FGD5,DSG2,E2F1,QSOX1,TOB1,CSF3R,SHROOM3,CCDC80,FRMD6,CXCL12,CCNA2,TIGD5,ALDH6A1,POSTN,FZD4,NCAPG2,SDC4,SNED1,PLEKHA4,KCNAB2,SH3KBP1,IGSF9,DNLZ,S1PR3,PTPRE,FLJ23867,PLSCR1,LMO4,IFITM2,LRRC25,TST,NCF4,NCOA7,IL4R,CCDC64B,SGPP1,RUNX3,SLC5A6,IFIH1,PREX1,PLAUR,CDK18,SLC43A2,GK,ICAM2,YPEL2,CBR1,MEX3A,ZNRF3,PTPRM,C1orf162,GAS6,C1QB,PVRL4,CTSK,MRVI1,LEF1,PLCD4,ZNF37B,MEGF9,GINS2,FAM13A,CPT1A,SNX10,TRIM45,ELP2,ALOX5,AMN1,CERCAM,SEMA3C,KRT8,TP53INP2,JAM3,ZNF680,PBX1
A07Z,LumA,4.668949709,5.074467844,4.836763446,7.315989971,6.577862255,3.640990847,7.899164573,5.076668669,5.071160297,3.48899374,7.34686318,2.987558661,5.984722737,5.605317885,2.6380655,5.918166889,7.228381828,7.360701497,4.5910297,7.266478092,6.096859661,5.420419098,2.736003659,4.267953242,8.033116481,4.304092902,3.348517967,8.469910777,1.679535126,2.679201452,4.298446604,2.967109046,7.085151059,6.631244726,4.070075655,4.025199101,6.08378879,3.398639511,6.100649812,4.121272957,5.779129568,6.431515787,6.808222561,5.523242523,3.988265076,3.326493178,4.034286966,4.652814031,5.041045191,8.110880242,3.969437809,7.490796728,3.198949094,3.098552199,3.604847874,5.274662007,6.214461549,5.996976093,6.194333029,1.46080138,5.707794523,7.219191638,4.807908938,2.04118535,4.95180314,8.281103253,5.735221496,0.948257237,4.789241853,4.224943752,4.170344731,5.940090848,11.15993429,3.230919963,4.569311601,8.638427835,3.664592927,6.492495216,3.207008273,4.970600541,3.285218259,6.482731966,4.752544568,6.999873152,6.151648397,5.380891033,3.741514113,4.047812091,9.479818141,3.063471571,3.450476412,6.134848347,4.699262195,1.806747946,4.598952684,4.419567737,3.747051977,3.558356914,5.431639425,3.398639511,5.215968729,7.152948101,5.977673705,5.329215702,5.525661206,4.313454947,3.87901312,6.842901084,3.474044029,5.016033787,6.586382808,8.086514433,3.891569115,6.492243798,5.544865095,2.326558678,3.926154555,3.798629468,2.234935854,5.59784383,5.554372183,5.77235642,6.849995261,6.333355165,5.298429907,3.463990336,6.652049338,5.8827581,9.67102021,5.633054498,4.277551981,7.554361696,5.454668178,5.514339605,3.923711511,4.025290482,3.690691681,4.771730039,8.927332983,4.358089869,5.275620256,10.19460962,1.948086956,5.806571854,3.067903471,4.470670828,6.8805497,3.858693736,5.940610497,4.330154738,6.182119723,5.994067991,3.950361103,8.733903897,2.769042026,5.938276451,2.644014192,3.311620178,5.723330227,5.369267372,4.410871578,2.948000828,5.667586878,5.774391664,9.206498809,4.900271384,4.072283186,5.43249891,3.567775478,3.229575087,4.629016858,5.457711229,2.848471587,5.358454063,4.26216343,2.779888429,6.948221825,7.330356738,6.507414989,6.879604627,2.843310333,2.661715693,2.995303639,3.684932753,7.81416748,5.401229534,3.306566411,5.920006737,3.246643182,3.768993827,6.777095011,6.02573872,4.184699737,6.057843552,6.67511675,11.31591929,6.482731966,3.747051977,4.320900784,6.290384286
A0XS,LumA,5.163420706,5.71616809,3.099718176,5.37063789,4.426709642,3.483880517,6.559891526,5.369387941,5.293659809,4.557914573,6.191441732,5.660538597,4.398802168,5.223424884,2.909882695,5.187734209,9.29560348,5.1030399,5.650283222,8.6477913,6.708643999,6.859595846,4.553188704,3.267454146,7.629213142,4.043574636,4.278777226,7.408615201,2.92367469,5.648223244,4.162359975,6.292166819,6.589445862,6.462731901,4.720355237,5.198331575,5.744886486,4.612499395,7.424499019,3.395772112,3.859975232,5.055592799,7.095578241,5.664110965,4.812451572,5.567140719,5.60054876,5.829127173,5.279090581,7.898943398,5.824117938,5.769258205,3.902073697,4.063806188,4.717411011,4.800444729,5.992291648,6.252038562,5.33906136,3.034974888,6.379813361,9.48247772,5.087016802,4.274777243,4.767612602,7.328553735,4.581530407,4.770456238,5.399702605,5.28440541,3.275483593,9.603909146,10.44129385,4.165243553,7.650207509,4.608267252,4.923072118,5.892356578,4.413430051,5.112035574,5.603741126,4.390199986,4.811531595,4.965049707,6.682714053,7.995780121,4.049829891,3.04126794,9.553965593,4.688636248,4.81704324,5.12023247,4.100427606,2.438186184,3.818774205,4.729152032,2.374821033,5.392337276,6.948560138,2.409285912,5.488154486,5.720095817,8.944583859,4.573954605,5.736670122,9.075953686,4.357793511,6.450963212,4.439868476,5.438957418,6.124858382,6.569175429,5.828217632,5.402149506,5.581244781,4.837074253,4.404914905,3.762412726,7.29866076,3.979465479,8.155674146,4.55977874,5.647192308,7.35642114,5.38740621,5.201144643,8.243989032,2.810231538,6.129664843,6.85764718,6.261502139,7.211541912,8.427465036,6.405040657,8.246978169,3.126096558,4.054503717,4.864915696,10.35615092,6.490553755,4.16091558,7.659824655,6.59105526,6.283898325,4.026230905,5.349241217,4.60720703,2.738465398,5.841245868,4.577206297,2.596123504,4.182426763,4.724271746,7.512620729,2.860916801,4.854152722,3.540505761,5.054092125,6.571079488,6.872887469,3.375992618,4.066893887,5.898924817,4.57178262,9.291560456,5.624320919,3.564733321,6.068208602,2.148710522,4.413162926,5.337783739,6.364892161,4.01987226,2.282219382,5.347972583,4.176721882,7.806379101,7.165296755,5.507600184,8.532193417,4.531001825,6.075125214,2.48971216,3.70014517,6.779521239,3.549362867,3.721246804,6.442370426,4.301236802,4.214800085,7.209447891,4.325931457,3.513602741,7.038726572,6.085438353,11.37289879,4.379064458,5.337783739,5.071874371,8.491626275
A1BD,LumA,5.86222427,6.367080221,4.402046114,7.073223294,4.262733648,2.866784244,5.448716793,6.246232254,4.818215562,2.896944349,6.688499743,4.96569261,5.7096369,6.477751771,2.71506785,5.679767778,9.007399748,6.039355006,4.903646379,8.175593747,7.097832473,5.315491977,3.675274995,4.541438466,8.743456813,2.240636314,3.238641064,6.874649448,3.087084546,5.641635845,3.436843654,3.758070258,5.123941925,5.934270133,4.244712244,4.230538152,6.397984087,3.844371476,6.217260476,3.163894109,5.002884715,6.039233134,6.948259439,6.265725118,6.546972106,4.565836649,5.438623367,5.62043906,5.759142617,7.19253585,5.137027629,6.931614851,3.40834438,4.564222792,3.841709492,5.714373547,4.71654986,4.847700367,6.158045678,2.495574865,5.916672185,8.299042944,5.491798437,4.295199727,4.99814139,7.878876039,4.821596426,4.486264715,4.985506232,5.752072297,4.089569938,8.204175876,10.88791613,3.328840944,5.87236688,5.107415878,4.650403387,6.561044235,4.772127622,5.164708154,6.055813551,5.839055847,4.994521194,6.478154621,6.957970428,7.052366041,3.478563317,1.794261575,9.435708165,3.976426628,2.542226378,6.15107484,3.864180012,2.813441576,6.021440005,3.919502878,2.735287233,6.200477235,8.345895186,2.292239954,5.213437375,6.263986527,9.266193312,5.6625257,5.474719847,12.42051856,4.057810887,7.058970076,2.772100122,4.106300271,7.191752209,8.068820752,4.920772632,4.486264715,5.788810846,3.272636025,3.625075167,3.09179735,6.720727878,5.131529765,7.972188338,3.810740242,5.579885779,7.206698528,6.578090331,5.19187774,7.769946018,3.4768491,7.17162401,7.446970724,7.748438719,7.472789993,6.97537831,5.989122923,6.7963936,3.538521602,3.836371276,4.551475392,8.488563278,5.8805596,4.673788906,8.344755309,5.704884505,4.87073161,2.404718945,4.370999363,7.168573728,2.848337611,5.940183057,4.95319416,4.901730879,4.541438466,5.000500183,8.676087906,1.950669053,5.0811384,2.140231523,4.069233572,5.63588579,5.720906622,2.495574865,2.04625064,6.226230117,4.887605459,8.408142188,4.458734399,4.353354103,5.524116374,3.947007322,4.361841434,5.092938679,5.017399416,5.637804921,3.232557956,5.5082577,2.542226378,7.434658697,5.981888258,7.497204225,7.225963911,4.644306322,3.860240003,3.681243138,4.361739545,6.667421772,3.420882407,3.59428465,5.721992574,4.538154128,4.866154577,7.665354616,2.574649361,3.230524809,6.358027776,7.519963952,10.37194076,3.821587837,4.795011447,4.681996738,9.021350688
A08T,LumA,4.49257492,5.924680494,3.565575256,6.133808859,4.193604894,5.0257166,5.54667162,6.568789702,5.224104992,2.716533461,5.776144954,5.685820935,6.495370393,5.305506811,3.144173636,5.803968391,8.458172387,3.441573177,5.391541935,7.231452779,6.701962818,4.87556878,3.924902527,4.772508829,7.531471064,3.453736891,4.455549944,8.622949584,3.877486662,4.143419164,5.151281334,5.080088974,4.07261701,5.911952027,4.29849782,5.82284893,6.275550243,3.572285881,6.841832253,2.985651669,3.327215381,6.016580805,6.446293416,7.72768953,6.600866318,5.127179442,5.236831566,3.622719301,4.580626837,6.611763842,5.461886074,6.799804488,3.389331837,5.360038603,3.2087602,7.195504281,5.58311935,4.315928227,6.368755942,6.699681599,7.497501544,8.469226352,5.397221823,3.720601591,4.410190628,7.810544698,4.202282449,3.787486284,5.047551437,7.450472457,4.237888825,9.280914665,8.492240389,4.465196317,6.096667429,7.606937895,3.956022196,5.980923594,6.166696543,6.235041553,6.399581166,7.620625012,5.298833214,5.579793374,5.756638833,5.589748718,2.046362148,3.66518517,7.889346639,3.974714229,3.487262171,5.608911825,4.707959215,2.19868364,4.953717541,4.117655852,3.475378295,5.631576631,8.04393251,3.150166499,5.024086118,5.842873753,7.545321253,5.818622297,4.880983765,6.661121214,4.195054492,8.931735924,2.992337949,4.141916264,5.326218439,8.101845212,6.784716381,4.220907227,7.068565157,3.726629334,5.367310666,3.327215381,6.759213516,4.273666834,7.05565367,4.682342454,5.458267981,7.6376533,5.998779347,4.697767028,7.939835181,3.051164437,8.311211079,7.425325125,3.986484748,8.552797568,6.861140481,7.018260398,5.724870047,4.269213539,2.457373067,5.296227863,8.777868417,6.091121895,5.252235312,7.910021214,5.588094147,3.576741684,3.681828216,4.307909429,5.955377285,1.911748661,5.907735766,5.284602584,5.457060052,4.051961022,5.237535364,7.058842631,2.437910157,4.407579041,2.315272078,5.056353335,6.105946492,5.128697536,3.170945853,3.041525414,6.698299428,4.257451036,7.234628764,4.703891038,5.483999022,5.429608289,2.788451797,2.721572996,5.523198752,5.967182687,5.96007527,4.718079902,4.955592201,2.215928141,6.435906561,5.901332532,6.15594117,7.244815238,4.359251625,5.825191736,3.898446479,4.365703771,7.105464184,2.413205996,3.33720392,6.104404139,4.59387802,4.642512569,8.587161558,4.156874375,4.177558467,5.698532608,8.380551423,10.24639518,5.295457688,4.697767028,4.272637545,9.239049939
A12Y,LumA,3.451555682,4.315363262,3.035120856,6.137805344,3.455378812,5.219259027,6.846022613,4.361928847,5.251495357,4.069671491,6.856359599,3.887583204,4.492304618,7.042786184,2.272054806,5.150184436,9.771500876,8.103317512,4.523592646,8.12425467,3.972729712,5.795047613,4.432473027,3.663022585,7.471258354,2.245808201,5.203434892,6.412596063,2.956381772,4.379136636,2.327336014,4.511709494,7.194538196,7.054284877,4.418833052,3.579666478,5.582102477,3.189979469,5.913717579,3.136221063,5.378728696,6.728839831,5.910936269,5.768022218,5.10222636,3.90725369,6.100759489,4.793466771,6.442996328,6.193510195,5.708404968,6.807286823,3.733977466,5.396235392,3.938998954,4.965503484,4.482971541,5.963890717,6.921889238,1.84659065,5.68824285,7.406323548,3.90585784,3.677822775,4.805496837,9.136999537,4.303748369,2.805820249,4.059422871,4.854086651,4.55510722,8.461739658,10.04330074,2.428036837,5.447995794,5.326462781,4.335208039,7.146781093,5.946001609,3.112207755,4.839534601,7.298747093,3.255025896,6.066803458,6.498007169,7.348158368,5.028444215,3.414726519,9.319199298,4.471691699,2.63769397,5.326984366,5.648723647,3.605698873,4.837478025,3.687605885,3.35254111,6.581050825,7.417123565,1.990532376,5.333749566,7.129633262,8.23687864,5.861736485,6.134232703,6.894344811,4.091710378,4.987450472,3.771258046,5.886015118,5.814524401,6.477711215,5.410581885,5.399711454,3.443880287,2.735252118,4.77676022,3.496772488,5.967241335,4.026910682,8.29949091,3.916989515,5.90360994,5.876780318,6.24272674,3.752738173,7.197104586,4.237583401,7.935654018,6.249347386,2.21005357,7.178583653,7.25952092,5.635727434,5.258623075,4.168191115,3.641372666,3.519116267,9.561740515,4.060364766,4.1063719,8.384712784,3.88191323,5.596886989,1.391833721,4.530856825,5.716391488,3.143347715,6.652722453,3.894639096,4.862028111,5.761089526,5.824904091,8.498503328,2.59674537,4.507112681,2.348045757,4.24974109,6.309981523,5.556971716,1.909250828,2.568786434,6.598266186,6.893816694,9.093201272,5.72433404,4.654060307,4.279156109,2.318966937,3.850092632,4.246435468,5.230272549,5.129996829,3.138599954,4.578956716,3.757390477,6.964760876,5.417456932,6.375753841,7.32679779,4.681245845,6.249347386,2.310550557,3.617688623,5.716391488,4.738054896,3.416335171,5.392751115,5.056399153,4.424694453,7.179306117,3.838664207,3.13383738,7.074154582,6.75396616,11.72870924,5.762633052,4.69424437,3.272465998,8.02758805
A0J5,LumA,3.324178092,5.204543335,3.658085434,6.019477736,4.348268092,2.901918452,5.129903188,6.298546735,5.254938762,3.261207259,4.698939752,6.536350352,1.883166372,3.212429651,2.888951453,6.342013563,9.21022685,4.627353062,5.012853719,8.839538244,5.756906383,3.81027445,5.589868232,4.541294105,5.78272456,3.424640582,3.749877088,6.794283394,2.246243082,4.630472796,5.351210068,4.332071636,5.417727029,3.87088455,4.954925618,6.110823826,5.099269048,4.31472208,7.846798283,2.325687213,4.606116681,7.081447783,6.228216075,5.711226825,5.799105944,6.646866646,8.083385475,4.855780094,6.595310269,6.690117784,5.839769305,8.298770409,3.665708197,4.097671194,3.783898643,4.500954744,5.734972224,6.503009396,4.978988617,5.807744287,6.886384236,5.885807244,5.387620287,5.252409813,3.904906129,8.013863089,3.395596078,3.460142143,6.473128127,5.00866388,4.075878099,9.126980974,2.278738227,3.47062465,7.314178325,8.223810906,4.901046744,4.873537529,4.671941672,5.112343014,5.262499299,6.382822174,3.842916299,7.712759151,4.011528096,6.619259166,3.66418708,3.533635897,11.10495063,4.694474967,3.431810617,4.552027924,3.897026391,3.754174172,2.877075072,4.476025237,3.310627164,4.416726217,7.713709946,3.006474238,5.132105977,6.974031452,7.323364575,5.217048896,6.481574693,6.819105234,4.300102898,5.54221245,3.521923666,4.372692944,4.958653672,7.223990576,6.481358767,4.777028825,7.267348603,4.811797919,3.978856346,3.23885478,7.232356451,5.778431167,7.40054386,5.255443948,5.234068665,8.928247464,5.319183726,5.119393862,6.947211637,3.594009275,7.047933902,6.112760334,3.856302267,7.034012824,9.534641312,6.847199192,8.037558338,4.263827806,2.286669927,6.194925741,11.49943263,6.162789739,4.790340197,8.640915949,5.340295899,4.212259212,3.540285394,5.618431328,5.894968281,2.154213744,4.686208685,3.93537143,4.386598199,4.31472208,5.27451431,7.823645408,2.400690758,4.336854424,2.167160518,4.345423214,6.237197149,4.639017301,3.36408219,2.192712145,6.229142385,4.162480149,5.609368354,5.166900342,4.448006943,4.959274226,2.740932376,3.574217962,6.102422692,4.971319793,4.418532103,3.289073211,5.965530785,2.41161324,6.148035123,5.561137044,6.21450876,8.79739441,4.677985118,3.89443342,2.862661537,4.856446503,6.327909896,4.06669458,4.392665171,6.688621934,3.09721319,4.12204686,6.333663593,3.680834486,3.337602241,7.719550129,7.413392383,9.302521251,5.99820078,5.68745849,4.198661517,9.605787723
A18F,LumA,3.699448682,6.743026461,3.213308829,6.467440606,3.839791099,3.61340889,7.144573491,5.249141536,5.939452175,4.143833823,6.026723127,6.086705142,5.997549468,5.257875513,4.443007701,6.192111738,8.818848019,5.62197307,5.779585403,8.558048972,6.439032143,6.184672365,4.928109808,6.274809725,6.899305383,3.014394594,5.661601769,7.288699707,3.293483374,6.655196311,5.294570882,5.594495838,6.820460074,6.5535393,4.900594227,5.336245167,6.094609733,4.570704339,7.378894128,2.579839197,5.334664412,5.895363185,5.517860448,5.953425009,6.894753243,6.746894505,7.247079245,5.453042067,6.013445665,7.675121187,6.180718294,8.768803042,3.985926336,5.252494067,3.519129686,5.734742341,5.520643786,5.548868486,5.383645908,5.008633007,7.432160625,7.0574848,7.46648919,5.317160416,4.685533061,8.556863041,4.494884256,4.111243281,5.923240666,5.72813489,3.388091077,8.47760897,7.362115633,4.543592258,6.942497715,7.418234487,4.849482487,5.828579135,4.497712233,5.492451571,7.552642977,6.353803806,4.848375115,8.039173064,6.277280538,6.245245008,2.924776626,4.077615718,9.640120124,3.778320177,4.127767625,6.461658717,5.172456427,3.388091077,3.684261036,4.525691937,3.955392821,5.943606416,8.784028614,3.347907927,5.902583166,6.165237487,6.931297408,4.463404319,6.506576371,7.523972759,4.231644547,6.430547307,4.151306664,4.566669969,7.461065715,8.130945216,7.965882849,4.315778377,7.027634624,4.910178344,3.945069495,2.722054417,7.721069918,3.429555668,7.091506752,5.719681289,4.831661437,7.467391147,5.532413782,5.623915967,7.490290737,5.112835238,8.369248692,6.388120604,3.957448547,7.315393539,8.807424905,6.965151849,8.20505809,5.157780585,3.233807533,5.137805281,11.18941516,6.93012804,5.315558599,8.108341288,6.357311387,5.52827057,3.922095402,5.61872936,6.999228196,2.920567864,5.948146693,4.659250953,6.46274457,5.111912691,7.95254617,6.596385359,2.203899451,4.162042884,2.847071602,5.616779461,6.557271762,5.297008111,3.589747877,4.422318958,7.51964003,5.708128848,7.163396563,4.989673214,3.335315781,4.518747896,3.505144242,4.278063789,4.827171349,4.616320512,5.290499455,3.861909407,6.213772408,3.254019908,6.730458541,5.855957949,7.022488893,7.872826859,4.633767204,3.919988642,4.507567081,3.953334162,7.674340256,4.395275341,5.302873357,6.553879006,3.743003298,3.459455899,5.989032845,3.799102867,2.616729063,7.123443126,8.629654373,10.74073135,6.013939594,5.289683831,3.957448547,8.96701372
A0AS,LumA,3.14761007,3.310944619,3.392014571,3.583158721,2.573175389,4.553300715,6.130750546,4.937292045,5.636919876,2.677281275,4.853894493,4.898407275,6.760205087,4.631309464,2.295760573,4.982592039,8.835540945,5.032144272,6.879806726,8.776769437,4.797697143,5.856483958,4.128267915,4.231408694,6.303680487,4.000042961,4.80758167,7.178694528,4.211940824,4.315401054,3.774489631,5.017077967,5.579106536,5.683587418,5.354051825,5.799288845,4.327664853,3.756458879,7.60400344,2.493772671,3.215178311,4.329190693,4.655348559,6.513484598,5.350299837,5.119380668,7.898668176,5.091783105,5.392504087,4.013390734,7.426696316,6.481597596,4.052708303,4.645046235,3.911155972,5.811347484,5.804782609,6.0585471,4.476901033,2.398161142,6.061303836,8.117953859,4.751790774,3.471536429,2.362844035,7.704556446,4.517615116,3.195238025,4.720741866,4.237921165,3.400747731,9.286419066,6.014657547,3.403646648,6.387713073,5.469234439,4.863402632,5.409875345,8.364806112,4.083770252,7.869868097,8.417840908,5.430668928,7.007264269,4.869706677,5.706073398,2.682255473,3.645719297,10.54210144,4.345867271,4.390393544,5.382252004,4.063747798,4.063747798,4.324501709,5.204137985,2.30199024,4.179914242,9.469657486,2.49920489,5.995568358,6.084073231,4.517615116,3.353548917,4.586850124,2.756708032,4.885347435,7.359973237,4.173133957,5.606416523,4.949247193,7.929547185,6.035835169,5.6841836,6.041895753,5.012337191,5.470617577,3.051063106,4.896710309,3.693600964,7.35623672,4.674679854,5.518210789,5.985444501,6.08633058,4.585573955,7.116881024,3.051063106,8.023598339,6.096221048,4.638218786,7.708225333,6.919594535,6.638425165,7.803777533,4.045468298,4.219940464,3.778873119,11.34937316,5.719107802,3.585714202,7.781660681,4.598283724,4.743804904,4.001957545,4.963071014,3.888568663,2.212237777,3.691040155,4.679472407,4.71957885,5.388850905,5.523551343,7.049988778,3.674811701,5.726478682,2.623781753,5.414949233,6.338564966,3.420920782,5.104311887,3.825107253,5.011159052,4.292121432,7.695121332,6.367066508,3.884423656,5.398329875,2.874238624,2.833322371,4.661417511,4.295840238,4.64925424,4.627098268,5.598214351,3.708026978,6.265144556,6.204923657,6.271506927,8.900073326,3.886497878,3.15794964,1.531953224,3.144146757,4.713750442,2.289505281,3.458546232,6.830565982,3.731292539,1.928026152,7.082918492,3.801120147,2.951555985,7.488763968,4.410711198,10.09940418,5.528208092,5.265188251,3.051063106,9.106390661
A0DV,LumA,4.551102141,6.751697317,3.561305223,5.693452619,4.361169555,4.581463393,6.12097766,4.737522701,7.638812424,3.501100186,5.236056846,6.716584385,5.375260756,4.205180928,1.18567456,6.026089053,9.691808402,4.622089297,5.779403636,9.358226537,7.215179548,5.058112851,5.59058494,2.283135792,6.525443489,3.526059279,4.977561064,6.786368808,2.056212837,6.584670205,4.55022521,5.080758927,5.117335179,4.549347745,5.641701065,6.814395114,6.217484753,5.186125518,8.765739699,3.085100704,2.392860255,6.150957873,5.729922081,4.911492659,6.396230458,7.616993436,5.196250915,6.797312156,5.160496399,6.110902679,6.671507158,6.323162938,4.827852104,2.992512843,4.276746206,5.113778317,6.093250916,5.768888556,5.512598615,5.278505151,6.111497283,7.72526872,5.400781189,6.605925136,4.058618546,8.034027024,3.435882509,4.523666599,5.352302291,5.246921986,3.517111435,8.740206874,8.023244835,3.227876435,7.856975505,6.424738916,5.130888957,5.48925788,6.754364817,6.153388057,7.007572326,6.342033057,3.973432609,5.628052315,4.469963711,6.172604473,4.229323021,3.101882306,11.27661053,5.116150533,4.417073164,5.549049238,4.085415199,4.40451249,3.458343458,5.314068635,2.304094817,6.073550687,8.023509437,1.836337188,6.09612275,5.341191738,6.441388303,3.569983935,7.463834537,8.882557698,5.240412726,7.397976448,3.854864532,5.195690243,4.912175379,8.774917725,7.879928706,5.352805296,5.684688808,4.771027887,4.340015114,2.796425357,6.602968262,3.304240938,7.968091006,6.427129218,5.063039348,7.216423838,5.726044535,6.496600709,6.942046274,1.339773671,8.437478708,7.697612561,3.221280476,7.009647208,9.985588806,6.925924352,8.89435338,1.925546277,2.178064636,4.97047256,11.45885503,6.732765369,3.833399073,8.017863018,6.077512251,5.475202963,3.275346063,5.728372313,5.226756885,2.62712188,5.899237693,4.741369561,5.092251203,5.287478458,5.906814136,7.998545554,3.013025159,4.388901879,2.742169184,6.02577365,5.974073351,3.38170294,4.764237515,3.568252364,6.040414122,4.727472595,6.202772289,5.175359928,3.210219751,4.824229595,1.75342926,5.419384697,5.285372066,4.988232295,2.860081971,3.319245859,6.698669482,3.395439774,7.167512725,6.406442264,5.632616168,8.98604849,5.464537557,4.617073148,2.465356847,3.223482481,6.611190369,1.747320737,4.633618323,6.065901488,3.373794858,3.249646953,6.575217851,4.851536558,3.192344292,7.34826692,7.963240417,9.610438048,6.145280873,6.49386687,3.543790179,9.080865034
A140,LumA,3.371082529,4.767956391,4.266359936,7.680580322,4.958534581,2.306478671,7.066051346,6.481121111,4.512835619,3.627944014,5.601722563,5.687797385,2.13756725,3.858729495,2.949195001,4.912150786,7.044471422,7.409970713,5.243834864,7.312940082,4.484936995,4.070027972,5.325544427,5.319238331,8.418727699,3.583304281,2.165958088,8.278791498,3.130187261,5.42873154,5.672072519,4.387338881,4.204408732,7.449121715,4.669765731,5.296145621,5.19300879,4.353796125,6.76046413,2.973492076,5.510572156,7.82057117,7.094716177,6.261918868,3.779801232,5.1232347,6.871026129,3.588557188,5.832323957,6.472622765,5.143007069,5.958395653,3.383224928,4.689823665,2.557481555,5.252961787,5.70690756,7.094485391,8.078674133,3.157944559,7.114197568,6.516759892,5.737721208,3.250331177,4.039761212,4.789785151,5.205884215,3.515973924,6.113121275,4.580309224,5.115067509,6.809933395,9.796699052,4.211235601,6.385521101,5.990498348,4.767956391,7.542710766,1.716001593,4.346093662,5.713534336,7.062988209,5.081927441,7.37448712,5.637009334,7.507139589,2.949195001,4.45073037,8.787851748,3.421995128,3.655162075,6.353093398,5.775879294,2.446138901,4.451047853,4.803403135,4.284276251,6.292418547,6.018223245,4.496161196,5.889838047,6.113576888,7.142600357,6.634384974,5.934356698,5.806069721,3.564765992,7.735777919,4.246557565,3.199737286,5.05940368,2.757292386,4.815774528,4.010607945,7.297585314,5.106853586,3.860185629,3.879601031,6.817223552,4.643456019,6.042624233,4.839102228,6.896928614,7.283078177,5.722521989,4.610318273,8.070013916,4.557720436,7.709799609,8.34760212,4.931917185,8.465964217,6.313589337,5.903601957,5.807196807,3.987569527,3.129394927,4.821485743,9.514065635,7.038567453,5.048961554,8.954210138,3.629907091,3.374127917,4.039665439,4.965617792,7.220164853,3.168506789,7.733158048,4.771425055,4.577670102,5.879160352,5.650258113,5.950767063,2.287223023,4.557720436,3.044019574,4.737540173,4.708883073,4.396353228,3.009186259,4.688234165,5.657943139,6.748193953,10.40732746,3.879601031,4.960561796,5.550151404,1.986578242,3.630671591,5.700856591,5.072378948,5.832877448,6.175105051,4.913198,2.852070714,6.222758891,6.64639891,6.85830622,7.022806254,4.160990903,3.716429613,1.929764654,5.186960854,7.956260908,4.23822582,3.633774752,7.494602347,5.520912799,4.897410751,9.489222308,3.838301825,3.226941025,5.81450077,7.812141977,8.887200192,4.486344581,4.121671943,5.513336799,10.21860617
