,Label,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A13Z,Her2,0.049334782,0.9759832,0.723430423,1.222990122,0.739526227,0.433567779,0.191658348,0.140750198,-0.06501095,0.139993202,0.199243438,-0.035083372,0.070441159,0.170754336,0.148538856,-1.190153669,-0.324358285,2.497392695,2.11223462,0.379164772,-0.202455669,0.02046027,0.355002177,-0.753165289,-0.047920857,-0.095957313,-0.009969499,-0.300307311,-0.195245294,-0.002421446,0.094615957,-0.008986528,0.170103221,0.103844461,-1.057455369,0.135721085,-0.023647237,0.2154114,0.136405664,0.627244764,0.709946303,0.7325024,-0.366314888,1.202862755,0.055056955,0.108009377,0.304054527,0.177066555,-0.084851957,0.025667,-3.380620193,-0.506223908,-0.722757588,0.19303778,1.062104116,-0.295679755,-2.011334013,-0.005375318,0.490271822,-0.454451354,-0.245463161,-0.137759096,-0.123108408,-0.114006711,-0.334595508,-0.52100955,-0.414913371,0.078423316,-0.236861309,0.063603939,-0.37172051,0.080462258,-0.054372578,-0.374842575,0.264311789,-0.110633445,-0.005720702,-0.004831261,-0.087003863,0.543252385,0.031775762,-0.115629045,1.242589066,0.899622692,0.184062551,-0.736083637,0.002421446,-0.079712028,-0.122719441,-0.047657079,-0.191620222,-0.965185601,0.427624424,0.009317498,-0.282364719,0.120277296,-0.049892179,-0.227743168,-0.124084363,0.796975076,-0.202225272,-0.226370665,-0.113539493,0.020394299,-0.016690363,-1.069848561,-0.213215172,-0.041065198,-0.163678276,-0.0337672,0.5235951,0.256013631,0.77743785,-0.046133283,0.359145983,0.085942242,-0.153414273,-0.253025168,-0.108479875,0.273503817,0.506263233,-0.074932553,-0.050143141,0.03896629,0.159748121,0.022723237,0.113576767,-0.187994353,0.009479772,-0.55406622,-0.158139309,-0.214275182,0.144646022,0.474695798,0.020504595,0.056460405,0.273766905,0.334953435,0.384006333,-0.122340013,-0.304565132,0.169955766
A08L,Her2,-0.306225771,-0.058711053,0.459132072,0.876884716,0.197918699,-0.193699038,0.193651358,0.155295932,0.527464075,-0.045581062,0.281546807,-0.047153742,-0.809353923,-0.17614372,1.01114891,0.586044048,0.598727803,2.145892072,1.499080425,0.339156406,0.081116324,0.049594811,0.12934388,0.112714202,-0.187939206,-0.146951499,-0.184560524,-0.377269781,0.360896392,0.112850312,-0.102928226,-0.143003764,0.056819641,0.301805328,-0.539106451,-0.001133549,0.020183402,-0.231670102,0.08610724,-0.512948604,-0.988032491,0.475894886,-0.413217976,1.325517391,-0.333283488,0.400777141,-0.343465196,-0.060939843,-0.102003392,-0.032416581,-0.483842577,-0.335812831,0.558646205,0.34754023,-0.919150703,0.059779215,-0.755159061,0.097198821,1.049933629,-0.453613842,1.60728378755803e-05,-0.295277857,-0.169899005,-0.580012833,0.794092001,-0.670850148,0.071914517,-0.095033914,-0.036965354,-0.231821381,0.735942988,-1.61E-05,0.341260262,1.362013052,0.091531319,0.454543424,-0.002975651,-0.080803634,-0.1279051,0.87979622,0.103177935,0.087424376,0.089149244,-0.035873302,0.025494816,0.590356594,-0.08933621,0.015254229,-0.020163782,0.297743893,0.070472045,-0.98060473,0.381264859,-0.115775691,0.668529909,0.219508726,-0.119601957,-0.118749034,-0.132549822,1.097863995,-0.12102352,0.521067194,0.442643507,-0.031955402,-0.070066687,0.5881808,0.074521873,-0.034326757,-0.009828854,-0.136710294,0.14616769,0.077923674,0.601759605,0.113022463,0.811718301,-0.024222407,0.507721334,-0.035699081,-0.227130423,-0.082888735,-0.07737463,-0.242757076,0.705992177,-0.264874494,-0.16935325,-0.469129548,0.111696528,-0.238151367,-0.042214365,-0.414605936,-0.141851496,0.589991217,0.581853276,0.005542341,0.025335677,0.172592447,-0.186114736,-0.11431422,-0.126017999,0.061749897,-0.132373875,0.408111725
A0IK,Her2,0.49932334,-0.314242358,-0.003411748,0.399564832,-0.105795039,-1.266757428,-0.03038972,-1.578965254,-1.018519656,-0.105198439,-0.306122781,0.019993178,-0.266222224,-0.272781718,-0.401071646,-0.278391533,-0.520077273,0.414830175,-0.023643568,0.894217321,-0.70059377,0.477084131,-0.153474917,-0.097596697,-0.047914435,0.087384341,0.403820695,-0.295012722,-0.567570354,0.499990134,0.386202017,0.563017457,0.059835861,0.675102157,0.701883857,0.311967077,0.344780594,-0.74825479,0.604675312,-0.186639158,1.786328869,-1.204197869,0.560990991,-0.310242686,-0.068352624,-0.730327586,-0.176531976,0.391629159,0.514013728,1.09811521,-1.322229355,-0.289237269,0.213481753,0.214980627,-0.249477712,-0.262057907,-0.938669998,-0.905292951,-0.820508131,-0.555444583,0.160433066,0.179736322,0.52788975,1.537939886,-0.246956023,-0.167765955,0.22196431,-0.333546954,0.191775729,0.338405472,-0.439260037,0.116397044,1.743034507,0.587082487,-0.145528756,-0.491035849,0.191765501,0.469294107,0.52431787,-1.002417813,-0.353121055,0.077774338,0.00729716,-0.181101562,0.111235949,0.21368096,-0.630869383,-0.248289247,0.020769449,0.215773723,0.160427223,2.268778495,0.077489642,0.711388419,-0.881699624,-0.339433992,-0.110282159,-0.660365524,0.027255334,-0.785245316,-0.592824081,0.399575504,0.101889121,0.168784641,0.417914957,-0.263668477,0.845493667,0.043637242,-0.123144662,0.380731872,-0.042133048,0.531310205,0.367164554,0.531478269,-0.642987242,0.083966878,-0.612754603,-0.413988002,0.121193043,0.004121763,-0.206152719,-0.745213256,0.003411748,0.216778031,-0.123935394,1.383315229,0.493004721,0.207232228,-0.681332624,-0.39268466,-0.322671219,-0.691492735,0.041613805,0.319881715,0.237847158,-0.082833153,-0.237835437,-0.215300173,0.493166442,-0.50067599,1.290454921,-0.238331594
A12D,Her2,-0.166333291,-0.256647192,0.093569061,-0.430033747,0.013578165,0.031911291,-0.12319996,-0.159337438,-0.387894336,-0.030819524,-0.109589762,0.008852149,0.344117352,0.105920174,0.500734371,1.075707045,-0.12034673,-0.413569631,-0.263008243,0.980950886,0.042062025,0.112860178,-0.14544848,-0.271083379,0.020724484,0.068472963,-0.078208832,0.166937124,0.178033881,-0.061054728,0.097030766,-0.132488535,-0.289133139,1.118584322,-0.462280815,-0.116318536,0.058530946,0.047053237,0.123667029,0.055563463,-0.424644473,-0.004564465,-0.439650077,0.329379194,-0.285985054,-0.121260294,-0.595316315,0.233730097,1.920719285,-0.138854651,-3.34627571,-0.231071566,0.45120754,0.063518757,-0.144775288,0.424774814,-1.198005288,0.063833772,-0.305193667,3.456973533,2.577399835,0.02512496,-0.100424394,0.567688573,-0.345500918,0.732262601,-0.072312087,-0.155937605,-0.530828999,0.051209368,0.332942327,-0.044627011,1.38528357,-2.03922127,0.269059977,-0.01135525,0.092300462,-0.046900127,-0.079300572,0.284974283,0.282306237,0.262759735,0.580733862,-0.655617778,-0.386273651,0.017829136,0.003216468,-0.069049853,0.143632447,0.437908479,0.128820364,-0.925862932,-0.026580811,0.07057087,0.152287114,0.203656205,0.084490829,-0.447759262,-0.056250804,-0.262973095,0.292311974,-0.132857166,-0.078436739,0.085224699,-0.158287342,1.184865143,-0.247881637,0.246492574,-0.132654977,-0.091225781,-0.003216468,-0.185221776,-0.861091422,-0.11672468,1.257638533,0.233246055,-0.12859243,-0.31526169,0.085003164,-0.136974752,-0.123920629,0.329630011,-0.268748753,-0.237195931,-0.575005791,0.029397324,0.203236169,-0.013889862,0.123471093,0.157363007,0.100723635,0.085497892,-0.333143601,0.251332178,0.020852794,0.495212849,0.259118842,0.309972015,0.004923443,-0.192104506,-0.089606491,-0.129847965
A0XN,LumA,0.264581832,0.945448159,0.192722328,0.999971757,0.427273199,-0.273752771,-0.308478236,-0.262575777,-0.374789274,-0.110448053,0.307221923,0.014427715,0.363944315,-0.218289532,-0.305732919,0.109411494,-0.442715055,0.106752101,-0.287524328,0.76895497,-0.385494099,0.376699442,0.388483092,1.34021375,0.106396649,-0.04937014,0.299313005,0.413902153,-0.090817635,-0.212582179,-0.085688824,0.05604157,-0.379384497,0.030016841,2.680312958,0.159525168,-0.166132563,0.359902206,-0.22365117,-0.335422435,1.752700644,-0.804298196,0.325498368,0.033381062,-0.021905239,-0.419528197,-0.652165326,0.253113386,-0.291403972,0.419632238,-0.334611306,-0.311211282,-0.332605242,0.054299796,2.318507405,-0.126357904,0.503496748,-0.571206109,-0.342123867,-0.655788156,0.034908294,0.348710951,0.431865523,1.966641927,0.619275956,0.382406598,0.247023134,-0.086110936,-0.468847834,0.545925725,-0.158138582,-0.161155231,0.385056065,0.66093244,0.375887603,-0.20795655,0.166881853,-0.173013704,0.327671223,-0.54326499,-0.316908236,0.120800565,0.184019076,0.967767794,0.189782371,-2.179070675,-0.088355194,0.164640396,0.322354918,0.120405059,-0.36061237,3.640840264,-0.571607091,-0.37665769,-0.359114814,-0.284420175,0.198808412,-0.338570928,0.11654792,-0.293085299,-0.2202331,-0.113469296,-0.333617297,-3.149051924,0.159154782,-0.253187606,-2.068192824,0.093500026,0.062376996,0.305102624,0.518143593,-0.655072123,0.359526135,0.244910246,-0.069209016,0.242410436,-0.5131302,-0.487861476,0.186765659,0.086690674,0.398588126,0.135023359,-0.205904133,-0.378225442,-0.493072944,0.404779063,-0.014427715,0.151727199,0.112519628,-0.992360575,0.223293459,-0.650657298,-0.348558943,-0.16133383,-0.220293493,-0.133067338,0.361780606,-0.526756265,-0.398962607,-0.765973813,0.067674661,-0.133541705
A0B0,LumA,0.16583752,-0.620077257,0.272070804,0.384282465,-0.117032856,0.085438172,0.116884571,-0.0356158,0.359802412,0.090324648,-0.067160129,-0.262360719,0.549253543,-0.049780274,-0.907662379,-0.302141983,0.071910145,1.099394992,0.666626396,0.745997749,-0.82618662,0.406912647,0.063696528,0.033562008,-0.156681361,-0.365965698,-0.09745193,-0.62140706,-0.128566537,0.113369046,-0.493073383,0.035292524,0.20936171,-0.105330148,2.310747602,-0.165896327,-0.217316743,-0.860423456,-0.50269256,-0.113911719,1.440322972,-1.412052928,-0.027849004,-0.283664441,0.148520195,0.047560475,-0.369942467,0.166969567,0.687187708,0.122675404,-0.031964398,-0.34406019,-0.271635381,-0.015702084,0.45912554,-0.150914158,-0.094896961,-0.48367008,0.149955229,-0.557068178,-0.082934353,0.708063943,0.317845008,-0.433740492,0.879723211,-0.614694712,-0.073167013,0.306148622,0.250349074,0.20810307,-0.67010259,-0.234641492,0.127583326,1.527801716,0.232792264,0.101121794,0.179639414,-0.292860552,0.080151732,-0.137788135,-0.113436255,0.014781238,-0.118543115,-0.314704268,0.039086754,0.040129185,-0.245693486,-0.085734012,0.216779082,0.434301257,-0.089696147,-0.696048425,0.062528163,0.065607457,0.280989479,0.06376598,-0.014781238,-0.064610962,-0.019925324,-0.316854405,-0.858303248,0.079685464,0.048694539,-0.01886509,0.419064384,0.141335064,0.364614615,0.024206307,0.069310017,0.116568469,-0.38698438,-0.049813699,0.766116486,0.045536559,-0.341528074,0.131195518,-0.066832716,-0.33637677,0.027258076,-0.136185072,0.821742629,0.255307119,0.534665471,-0.228833481,0.23120053,0.385950162,-0.234513406,0.042010761,-0.320889962,0.185882759,-0.172907887,-0.671667286,0.052253644,-0.367712439,-0.319330799,-0.614939175,-0.229483309,0.515076865,-0.492210626,-0.47383786,0.086981827,0.067504577
A18S,LumA,-0.159438959,0.781133225,0.584090019,0.663218152,0.37116841,0.647579034,0.130330762,0.289968833,0.808117423,0.569035697,0.162947224,-0.110627217,1.150255589,0.16975393,-0.290310047,0.333713365,0.268348372,0.3400932,0.584744036,-2.030585727,0.29787703,-0.236520264,-0.418594557,0.86831556,0.042801826,-0.098748559,-0.013558066,-0.170972147,0.173210343,-0.136593698,0.034773297,-0.171680614,-0.384793674,-0.49586852,-0.96063836,-0.068007466,-0.090217418,-0.031834189,-0.167754888,0.297481589,0.042561801,-1.511979361,-0.086323926,-0.206014117,1.163207736,-0.069054636,1.237799164,-0.171098185,-0.098428351,0.006537473,2.359031147,1.230149682,0.593621739,-0.402322736,-2.580749603,-0.486044474,1.461016813,0.102446352,0.597398513,1.067828924,0.343626221,-0.136860719,-0.218673734,-1.455396668,1.397649453,0.541586828,0.118696805,0.368300231,-0.201596456,-0.05085441,0.66912482,0.116517132,-0.760614913,-1.719315373,0.437855087,0.065017541,0.003791217,0.010366638,-0.103326689,1.397034665,0.637962385,-0.003791217,-0.386780336,-0.909379015,-0.2409702,-0.376351593,0.314953027,-0.177814734,-0.269970573,-0.928576096,-0.008991036,1.720279474,0.165992437,-0.161434578,0.659832462,-0.159916381,0.39823396,-0.283070433,0.1186562,0.786786292,-0.056469788,-0.531629995,-0.49050361,0.218518509,-0.064840268,0.552988147,-0.05841338,-0.109436541,0.420825515,-0.097655082,-0.182480991,-0.448361935,-0.587330911,-0.114209377,-1.098395253,-0.270499895,0.2727451,0.993234414,-0.347466179,0.170138279,0.649862528,-0.013210774,-0.076478222,0.168715011,0.94461507,-0.63108876,-0.014776127,-0.187415889,-0.172806379,0.687760519,0.372126918,1.238551262,0.366903258,0.09871711,-0.067649416,-0.064314953,0.227450505,1.248069526,-0.281108311,0.51348776,-0.010327523,0.611913958
A0CS,LumA,-0.022463404,0.097860488,-0.259934288,-0.551461671,-0.178080652,-0.001748506,0.334964464,0.749944295,0.981050852,0.114605454,0.590497429,-0.182706614,0.942058675,-0.32473592,-0.525013057,0.348503344,0.163997527,1.653247789,1.74990205,0.631978939,0.087185371,0.099011614,0.299928677,0.948194866,0.013718325,-0.034992763,-0.156810382,-0.049102409,0.06928242,-0.065106228,-0.339525149,-0.313160517,-0.509741622,-0.860212732,0.358958306,-0.311348019,-0.064379717,0.020969048,-0.125776891,-0.164760095,-0.783242512,-0.466368553,-0.262985712,-0.158954161,0.175986097,0.328010842,0.243887308,-0.359289778,-0.399115317,-0.131993679,1.438149035,1.162458995,0.483637054,0.047522556,1.11195676,-0.3434502,0.458895426,0.341298049,1.191018682,-0.252922584,-0.292542178,-0.263343201,-0.411493172,-1.247548713,0.313135638,0.240874964,0.125768832,0.320748826,0.160089732,-0.323560287,0.135657355,-0.005936929,-0.223949646,1.795469097,0.10081258,0.627877284,-0.187089147,-0.116655238,-0.494540973,0.889972665,-0.231093304,-0.200149075,-0.027372984,-0.105966875,0.002305009,1.014045819,0.213171387,0.068593236,0.07346521,0.521280162,0.049341781,4.699801954,0.242899892,-0.334322767,0.001748506,0.346474792,0.681683793,0.34959684,0.1669306,0.670618561,-0.455655504,-0.085559287,-0.609090381,0.10467101,-0.215295411,0.676720901,-0.144484754,-0.090017849,-0.248344037,-0.206557275,-0.093803551,-0.270282374,-0.203356213,-0.207495484,0.27678056,-0.278049835,0.012473908,0.1500314,-0.298039398,0.061220666,0.4623674,-0.106475371,0.698900718,-0.092710166,0.53511821,-0.21911782,-0.165054269,-0.205632686,-0.066135871,0.092067159,-0.222798864,0.449568876,-0.086487636,-0.256399036,-0.186320779,0.019275049,0.166284414,0.240115332,-0.311887321,-0.035873824,-0.156398216,0.174902264
A0EI,LumA,0.141549741,0.798830673,0.001633445,0.646776559,0.365310381,0.096208992,-0.093853361,-1.210853707,-0.777863242,0.060786159,-0.503426842,0.087851081,0.559584782,-0.188516876,-0.53695402,-0.318616222,-0.000487642,0.073008585,-0.246774028,0.553866024,0.055784733,-0.02724534,-0.100830176,0.451502019,-0.172205112,-0.140431568,0.055125491,-0.186638889,-0.217442591,0.149531858,0.024817995,0.000487642,-0.442737139,-0.644988495,1.019271531,-0.008577345,-0.101017643,-0.359016558,-0.046848114,-0.419147815,0.02028392,-1.747016611,0.37406867,-0.168564692,0.044406277,0.451441565,-1.198144179,-0.04145198,-0.124938111,0.072960619,0.423397419,-0.089323337,0.521958465,-0.350610519,0.796197622,0.210095568,0.635362342,-0.693045365,0.175114542,-0.251774396,-0.147966213,0.238829415,0.046212908,0.401862872,1.136477519,0.704966961,0.233862254,-0.227035313,0.980283207,0.102351436,-0.290988608,0.00431159,-0.462189516,1.126963901,0.023081188,0.161013538,-0.055400324,0.100030299,0.161975624,0.298514936,-0.157565715,-0.085161194,-0.180318746,0.366065401,-0.209956256,0.263874041,-0.328934019,-0.110920072,0.185624696,0.575946528,-0.021650363,1.030123889,0.108243323,-0.257044459,0.290006571,0.462113131,0.035156589,0.29848424,-0.223640753,-0.118757645,-0.813544094,-0.343601189,-0.215866085,-0.35612019,-0.29888383,0.019412587,-0.157921559,0.012521196,-0.0201617,0.003539633,-0.242270405,-0.10982327,0.33865433,0.113341177,0.206758212,-0.16352309,0.003745981,-0.086476148,0.0577916,-0.163966998,0.683655848,0.163682342,0.078033494,-0.186714572,-0.371531942,-0.127378387,0.021035561,0.158694793,-0.188128589,-0.067557726,-0.152494738,0.087042708,0.145107414,-0.223284472,-0.176786893,-0.30558213,-0.31454911,0.585739704,-0.049469549,-0.305871222,-0.110316011,0.002929194
A0IO,LumA,0.086420761,-0.654646408,-0.112095555,0.393986082,-0.172846991,0.246053658,-0.123542236,-0.173691931,-0.555390345,-0.091225272,-0.84766261,0.110649343,0.335252989,-0.330984015,-0.554339618,-0.509936611,0.123919162,0.449413131,-0.32530837,0.761930039,-1.070302553,0.097707155,0.076560247,0.410397462,-0.10393873,-0.102174903,-0.060976222,-0.76411853,-0.134913337,-0.19663094,-0.63593515,0.002375296,-0.165847187,-0.311470944,1.065447452,-0.143222492,-0.362908437,0.278162604,-0.752440233,-1.247891733,0.957824392,-1.416738856,-0.301774253,0.00982669,-0.012887159,0.023001497,0.135011986,-0.071785279,-0.426573939,-0.18413521,3.317956266,0.224778898,1.108867368,-0.065405651,2.729078276,-0.349674544,0.300983724,0.511979073,-0.435331039,-0.411761721,-0.390750402,0.722821605,0.630114408,-1.493466071,0.135037349,0.85686189,-0.304777265,-0.124328676,0.501911364,-0.239351844,0.594309256,-0.19718177,-0.038148548,1.254818078,0.053260203,0.073385499,0.016011036,-0.251320541,-0.164517576,-1.616101969,0.181908092,-0.42606558,0.001364462,3.9704517,-0.088244233,-0.395001186,-0.001364462,0.139371811,0.242609491,0.262076897,0.011538404,-0.750535844,0.102886842,0.534876521,-0.063639138,-0.040452066,0.26234355,0.473234168,0.320547889,-0.292587928,-0.406978108,0.073468109,0.072741614,-2.387848516,0.33474813,0.149920822,0.171747708,0.117647945,0.237527246,-0.130840399,-0.104428767,-0.695266608,0.356200913,-0.236996124,0.399929224,0.336780324,0.08328857,0.488999519,0.333428823,-0.013217778,1.244572641,0.527664748,0.126250479,-0.050601379,0.12356551,-0.43731238,-0.348203035,0.211465037,-0.27085519,-0.254075296,0.007512484,0.858143271,0.413580907,-0.294446584,-0.014005167,-0.124090372,0.203228977,0.411185861,-0.422838149,0.204760081,0.952489935,-0.223947651
A0T6,LumA,0.105501548,0.18094438,-0.40220678,-0.149669812,-0.32630319,0.19713456,-0.348969481,-0.280082088,-0.059128061,0.449626522,0.932061583,-0.342731161,0.404321672,-0.003507404,-0.963766001,0.515212913,0.03901001,0.506001758,0.36480275,0.83129012,-0.357739231,0.232715539,0.661775383,0.426665899,0.039753825,-0.493918616,0.212016189,0.057037034,0.038197071,-0.439867209,-2.220291552,-0.316145168,-0.234825241,-0.665140912,1.40750433,-0.247027997,-0.494987659,-0.590870657,-1.741198883,1.162029927,-0.109513662,-1.469417685,0.141244991,-0.085653418,0.637738436,-0.049146827,-3.208988839,0.003507404,0.051466563,0.261339001,-0.391932765,-0.581364782,0.265672872,0.055190574,1.445394896,-0.529669599,0.585943699,-0.187750141,0.632375313,-0.06323515,0.035223821,-0.099209111,0.8018862,0.393776222,-0.485031083,-0.0799026,-0.13068406,0.644448546,0.563059279,0.256234919,-0.296770896,-0.341567215,0.65985064,0.602323703,0.499065446,0.231969809,0.179370177,-0.591435857,0.031415603,0.009650757,-0.097381239,-0.270606487,0.076285976,1.393612626,-0.049852356,-2.99786993,0.044975164,-0.023136352,0.145844271,0.335228117,-0.340763326,3.179704025,-0.233681158,-0.269487019,-0.239506015,0.185819028,0.498293596,-0.15709186,0.27287977,0.161721627,-0.428251843,0.387270021,0.304573683,-5.143459422,-0.16541228,0.802149037,-1.681873112,-0.210709319,0.21538804,0.201508809,0.19341684,-1.016034053,0.83892512,-0.596550296,-0.07097066,-0.250133663,0.179927118,-0.161421511,-0.423431285,0.05077185,0.752462488,-0.514594617,0.035168529,-1.657311029,-0.740975533,0.714127746,-0.77267181,-0.505024097,-0.093655681,0.431811041,0.329769719,-0.144613915,-0.145230056,0.396570815,-0.41175155,0.059679311,0.352558919,0.685063183,-2.274259396,-0.262072912,-0.524691781,-0.363831592
A1AU,LumA,0.379964572,0.331150386,-0.235126829,0.347925028,0.044776071,-0.09354243,-0.559637334,0.771032943,0.039045193,-0.311975516,-0.658714395,-0.474008881,-0.054899764,0.113582011,0.572290594,-0.888411886,-0.746317487,1.664903925,0.893870266,1.093328601,-0.484494555,0.681267564,0.491048753,0.928675328,0.268947074,-1.167430267,0.705203237,0.173711598,-0.449929307,-0.056478235,-2.431001204,-0.540040412,-0.605211436,0.258533462,3.380504359,0.048859148,-0.556737321,-0.076196494,-1.920992272,-0.435280651,3.129441606,-0.431207388,0.986462457,0.126191331,0.74779354,-0.70741768,-0.793238484,0.523827538,0.232737445,0.505501344,-0.356661008,-0.318757921,-0.252977255,0.012043175,1.479996666,0.177589171,0.329797924,-0.277771944,-0.45354586,-0.51989451,0.352094694,-0.030344728,0.574658185,2.477960232,0.796287462,-0.29971618,0.132339231,0.270858418,-0.179195997,0.624559721,-0.645270085,-0.579830105,0.135004189,0.571223412,0.787171299,-0.125002557,0.39073038,-0.74705469,0.514583616,-0.110779076,-0.173403941,0.094115376,0.643213147,0.344051845,0.89142401,-2.205733115,-0.224171745,0.143354792,0.309816856,-0.620937457,-1.038308145,1.469028272,-0.572297975,0.385854302,0.233759075,-0.249525216,0.091475219,-0.734584202,0.261432072,-0.141546735,0.089346008,1.496112373,1.14510133,-4.351322607,0.594323162,-0.227600654,-0.889736297,0.176164052,0.072818833,0.856249915,0.43405189,-1.967269447,0.895872489,-0.012043175,-0.07247658,-0.250977393,-0.366475798,-0.414408543,-0.699878389,0.126166365,0.251847129,-0.413071976,-0.243693082,-1.490469609,-0.327327422,0.66633219,-0.804524118,-0.370612033,0.111736341,-0.751172836,0.744027192,-0.743183158,-0.55350601,0.527028002,-1.118843248,0.030240029,-0.051315516,-0.100966803,-2.016221462,-0.361961373,1.378025559,-0.423511194
A07Z,LumA,-0.467871334,-0.653471823,-0.241125617,0.105114808,-0.054651751,0.328948297,0.154467147,2.227916027,2.483655683,0.477879511,0.284621425,-0.241812043,2.405816429,0.011656627,-0.21564582,0.13634931,0.267743802,0.219294968,0.322566004,-0.814269187,0.579323524,-0.323657526,0.20951598,1.592558916,0.049366922,-0.223935805,-0.290973144,-0.152976336,-0.056663681,-0.057268557,-0.276080668,-0.065201909,-0.128812936,-0.298965485,-0.634728083,-0.122568805,-0.040488856,0.142375853,-0.221568206,1.141906424,1.002867584,0.419717733,-0.328543289,-0.148959633,0.237680845,-0.096524985,0.826922273,-0.38196525,-0.560701694,-0.19788238,3.090088523,0.843143325,0.402245001,-0.474569781,-0.046594884,1.149656757,1.490248995,0.281054989,1.354068101,0.126821228,-0.08657996,-0.503461299,-0.265242938,-0.88147918,0.266216032,0.942911176,0.894115272,0.865884434,0.363437763,-0.31285708,0.154238968,0.018137959,-0.392669285,0.975308056,0.372301094,0.584909201,-0.041216644,-0.255311279,-0.42419996,0.185244827,0.146395668,0.021052456,-0.489280635,-0.535027668,-0.123911535,0.848752704,0.452323993,-0.178372178,-0.412545874,-0.508548945,-0.163818687,5.030891587,0.233881025,-0.170215788,0.348764732,0.32198932,0.131085098,0.349574919,-0.032714808,0.741154997,-0.131216763,0.318624481,-0.02832604,1.197238361,-0.608304726,0.84653447,-0.025879324,-0.090777556,-0.126040742,-0.359477664,-0.06351491,-0.256538694,0.136994513,-0.296219796,0.446480858,0.217492602,0.323034562,0.670308051,-0.474662301,-0.04559048,0.556889365,-0.217495346,0.170911195,-0.011656627,1.017847994,-0.585182683,-0.142074561,-0.44512083,-0.22279844,0.728816587,-0.184337986,0.939880167,0.28750058,-0.871849248,-0.074640951,-0.438989516,0.167078324,0.314641362,-0.199886655,-0.33042535,0.061203474,0.430174652
